text,sentiment,emotion
sad state of affairs at every step,negative,sadness
Review: petty issue,negative,annoyance
frightened by vulnerabilities service,negative,fear
disheartening experience at every step,negative,sadness
waste of my time the entire time,negative,frustration
Honestly kind assistance,positive,gratitude
Really below standard,negative,disappointment
overly complex overall,negative,frustration
Absolutely indifferent,neutral,neutral
Especially regret this purchase,negative,regret
I am thanks for patience,positive,gratitude
Overall impression: dangerous to trust,negative,fear
super stoked about throughout,positive,excitement
Particularly completely trust this company,positive,trust
Really satisfied customer,positive,satisfaction
inferior to competitors the entire time,negative,disappointment
Really couldn't be happier,positive,joy
I am remarkable experience,positive,joy
Got to say should have known better,negative,regret
Can't help but feel getting annoying,negative,annoyance
Must say issue behind me,positive,relief
Customer service was buyer's remorse,negative,regret
Really building frustration,negative,annoyance
Want to share that worried it could,negative,fear
The blessed to have,positive,gratitude
Actually awful experience,negative,anger
Product quality is nervous about stability,negative,fear
afraid of malfunction throughout,negative,fear
Remarkably confusing layout,negative,confusion
total disaster overall,negative,anger
Have to mention unsafe feeling,negative,fear
Want to share that appreciate your time,positive,gratitude
petty issue,negative,annoyance
We are security is solid,positive,trust
intimidating system,negative,fear
Really getting nowhere,negative,frustration
Have to admit ethical practices,positive,trust
Actually getting nowhere,negative,frustration
caught me off guard at every step,neutral,surprise
Find myself uneasy with inconsistency,negative,anxiety
utterly disappointed service,negative,disappointment
Have to admit errors everywhere,negative,frustration
regrettable experience experience,negative,regret
We are on edge about this,negative,anxiety
Need to express appreciate patience,positive,gratitude
Product quality is curious whether,neutral,curiosity
baffled by process service,negative,confusion
Exceptionally failed to deliver,negative,disappointment
So pure happiness,positive,joy
won't load properly today,negative,frustration
Exceptionally hard to understand,negative,confusion
Completely appreciate going extra mile,positive,gratitude
Find myself time-consuming hassle,negative,frustration
Especially risky product,negative,fear
Want to share that menacing problems,negative,fear
Must say trust with my business,positive,trust
Need to express insufferable experience,negative,anger
My feedback: panicking slightly,negative,anxiety
Got to say surprised by this,neutral,surprise
Ended up objective assessment,neutral,neutral
Review: sorrowful experience,negative,sadness
Actually unexpectedly,neutral,surprise
Extremely terrible awful horrible,negative,anger
Truly fair deal,positive,satisfaction
Remarkably disgusting and infuriating,negative,anger
looking into this service,neutral,curiosity
poor judgment throughout,negative,regret
Overall impression: foolish decision,negative,regret
Truly sudden realization,neutral,surprise
atrocious quality throughout,negative,anger
Extremely slow and laggy,negative,frustration
Truly baffled by process,negative,confusion
disappointing value experience,negative,disappointment
Want to share that mad about this,negative,anger
Can't help but feel immense gratitude,positive,gratitude
Particularly no strong feelings,neutral,neutral
Especially specifications met,positive,satisfaction
unclear on steps experience,negative,confusion
Must say frightening experience,negative,fear
Absolutely imperiling data,negative,fear
fixed and functional the entire time,positive,relief
Find myself outrageous,negative,anger
Truly remarkable surprise,neutral,surprise
Have to admit worried about unknowns,negative,anxiety
remarkably better the entire time,neutral,surprise
Extremely does the job,neutral,neutral
Absolutely secure environment,positive,trust
So want to see if,neutral,curiosity
Just not as good as advertised,negative,disappointment
Especially kind assistance,positive,gratitude
Can't help but feel surprised by this,neutral,surprise
"acceptable quality, reasonably satisfied",positive,satisfaction
curious whether at every step,neutral,curiosity
wrong move the entire time,negative,regret
Have to admit utterly bewildered,negative,confusion
causing me stress at every step,negative,anxiety
Find myself took me by surprise,neutral,surprise
irritating popup the entire time,negative,annoyance
So dependable service,positive,trust
Review: dismal experience,negative,sadness
Such a too many steps,negative,frustration
Particularly thankful for support,positive,gratitude
Totally thrilled with outcome,positive,joy
Particularly never expected,neutral,surprise
lost and confused throughout,negative,confusion
Really wish I waited,negative,regret
Truly small annoyance,negative,annoyance
safe choice throughout,positive,trust
incredibly exciting service,positive,excitement
hard to understand throughout,negative,confusion
what's the purpose throughout,negative,confusion
Honestly quality assurance passed,positive,satisfaction
The don't make my mistake,negative,regret
Ended up reasonable expectations met,positive,satisfaction
Need to express can count on them,positive,trust
scared to use this service,negative,fear
The such a letdown,negative,disappointment
We are does the job well,positive,satisfaction
Especially should have avoided,negative,regret
I am won't load properly,negative,frustration
Customer service was disheartened,negative,sadness
We are interested in learning more,neutral,curiosity
Extremely not impressed at all,negative,disappointment
Customer service was regret every moment,negative,regret
